rank,rank_stylectrl,model,arena_score,95_pct_ci,votes,organization,license,knowledge_cutoff,url,snapshot_date_extracted,arena_elo
154,148.0,SmolLM2-1.7B-Instruct,1047.0,+10/-12,2377,HuggingFace,Apache 2.0,Unknown,https://huggingface.co/HuggingFaceTB/SmolLM2-1.7B-Instruct,2025-04-24,
154,147.0,MPT-30B-chat,1045.0,+10/-11,2644,MosaicML,CC-BY-NC-SA-4.0,2023/6,https://huggingface.co/mosaicml/mpt-30b-chat,2025-04-24,
154,153.0,CodeLlama-70B-instruct,1042.0,+14/-20,1190,Meta,Llama 2 Community,2024/1,https://huggingface.co/codellama/CodeLlama-70b-hf,2025-04-24,
154,154.0,Zephyr-7B-alpha,1041.0,+12/-13,1811,HuggingFace,MIT,2023/10,https://huggingface.co/HuggingFaceH4/zephyr-7b-alpha,2025-04-24,
156,147.0,falcon-180b-chat,1034.0,+17/-17,1328,TII,Falcon-180B TII License,2023/9,https://huggingface.co/tiiuae/falcon-180B-chat,2025-04-24,
157,155.0,CodeLlama-34B-instruct,1043.0,+6/-7,7509,Meta,Llama 2 Community,2023/7,https://huggingface.co/codellama/CodeLlama-34b-Instruct-hf,2025-04-24,
158,148.0,Vicuna-13B,1042.0,+6/-4,19771,LMSYS,Llama 2 Community,2023/7,https://huggingface.co/lmsys/vicuna-13b-v1.5,2025-04-24,
159,156.0,Gemma-7B-it,1037.0,+5/-7,9176,Google,Gemma license,2024/2,https://huggingface.co/google/gemma-7b-it,2025-04-24,
159,169.0,Llama-2-7B-chat,1037.0,+5/-5,14532,Meta,Llama 2 Community,2023/7,https://huggingface.co/meta-llama/Llama-2-7b-chat-hf,2025-04-24,
159,156.0,Phi-3-Mini-128k-Instruct,1037.0,+4/-4,21633,Microsoft,MIT,2023/10,https://azure.microsoft.com/en-us/blog/introducing-phi-3-redefining-whats-possible-with-slms/,2025-04-24,
159,147.0,Qwen-14B-Chat,1035.0,+7/-8,5067,Alibaba,Qianwen LICENSE,2023/8,https://huggingface.co/Qwen/Qwen-14B-Chat,2025-04-24,
159,159.0,Guanaco-33B,1033.0,+9/-13,2997,UW,Non-commercial,2023/5,https://huggingface.co/timdettmers/guanaco-33b-merged,2025-04-24,
168,160.0,Gemma-1.1-2b-it,1021.0,+6/-5,11348,Google,Gemma license,2024/2,https://huggingface.co/google/gemma-1.1-2b-it,2025-04-24,
168,163.0,StripedHyena-Nous-7B,1017.0,+9/-7,5278,Together AI,Apache 2.0,2023/12,https://huggingface.co/togethercomputer/StripedHyena-Nous-7B,2025-04-24,
169,177.0,OLMo-7B-instruct,1015.0,+7/-7,6502,Allen AI,Apache-2.0,2024/2,https://huggingface.co/allenai/OLMo-7B-Instruct,2025-04-24,
172,169.0,Mistral-7B-Instruct-v0.1,1008.0,+6/-6,9143,Mistral,Apache 2.0,2023/9,https://huggingface.co/mistralai/Mistral-7B-Instruct-v0.1,2025-04-24,
172,172.0,Vicuna-7B,1005.0,+6/-7,7014,LMSYS,Llama 2 Community,2023/7,https://huggingface.co/lmsys/vicuna-7b-v1.5,2025-04-24,
173,160.0,PaLM-Chat-Bison-001,1003.0,+5/-6,8712,Google,Proprietary,2021/6,https://cloud.google.com/vertex-ai/docs/generative-ai/learn/models#foundation_models,2025-04-24,
175,175.0,Gemma-2B-it,989.0,+9/-9,4921,Google,Gemma license,2024/2,https://huggingface.co/google/gemma-2b-it,2025-04-24,
177,172.0,Qwen1.5-4B-Chat,988.0,+7/-7,7821,Alibaba,Qianwen LICENSE,2024/2,https://qwenlm.github.io/blog/qwen1.5/,2025-04-24,
179,179.0,Koala-13B,965.0,+7/-7,7021,UC Berkeley,Non-commercial,2023/4,https://bair.berkeley.edu/blog/2023/04/03/koala/,2025-04-24,
179,179.0,ChatGLM3-6B,955.0,+7/-7,4761,Tsinghua,Apache-2.0,2023/10,https://huggingface.co/THUDM/chatglm3-6b,2025-04-24,
181,179.0,GPT4All-13B-Snoozy,932.0,+13/-14,1788,Nomic AI,Non-commercial,2023/3,https://huggingface.co/nomic-ai/gpt4all-13b-snoozy,2025-04-24,
181,179.0,MPT-7B-Chat,928.0,+9/-9,3996,MosaicML,CC-BY-NC-SA-4.0,2023/5,https://huggingface.co/mosaicml/mpt-7b-chat,2025-04-24,
181,184.0,ChatGLM2-6B,924.0,+10/-10,2712,Tsinghua,Apache-2.0,2023/6,https://huggingface.co/THUDM/chatglm2-6b,2025-04-24,
181,184.0,RWKV-4-Raven-14B,922.0,+7/-9,4920,RWKV,Apache 2.0,2023/4,https://huggingface.co/BlinkDL/rwkv-4-raven,2025-04-24,
185,179.0,Alpaca-13B,901.0,+9/-11,5865,Stanford,Non-commercial,2023/3,https://crfm.stanford.edu/2023/03/13/alpaca.html,2025-04-24,
185,185.0,OpenAssistant-Pythia-12B,893.0,+7/-8,6367,OpenAssistant,Apache 2.0,2023/4,https://huggingface.co/OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,2025-04-24,
186,187.0,ChatGLM-6B,879.0,+8/-9,4987,Tsinghua,Non-commercial,2023/3,https://huggingface.co/THUDM/chatglm-6b,2025-04-24,
187,187.0,FastChat-T5-3B,868.0,+9/-9,4288,LMSYS,Apache 2.0,2023/4,https://huggingface.co/lmsys/fastchat-t5-3b-v1.0,2025-04-24,
189,190.0,StableLM-Tuned-Alpha-7B,840.0,+12/-11,3339,Stability AI,CC-BY-NC-SA-4.0,2023/4,https://huggingface.co/stabilityai/stablelm-tuned-alpha-7b,2025-04-24,
189,187.0,Dolly-V2-12B,822.0,+10/-10,3481,Databricks,MIT,2023/4,https://huggingface.co/databricks/dolly-v2-12b,2025-04-24,
191,188.0,LLaMA-13B,799.0,+12/-13,2446,Meta,Non-commercial,2023/2,https://arxiv.org/abs/2302.13971,2025-04-24,
1,1.0,Gemini-2.5-Pro-Exp-03-25,1439.0,+7/-5,9013,Google,Proprietary,Unknown,http://aistudio.google.com/app/prompts/new_chat?model=gemini-2.5-pro-exp-03-25,2025-04-18,
2,2.0,ChatGPT-4o-latest (2025-03-26),1407.0,+6/-6,8261,OpenAI,Proprietary,Unknown,https://x.com/OpenAI/status/1905331956856050135,2025-04-18,
2,4.0,Grok-3-Preview-02-24,1402.0,+5/-3,14849,xAI,Proprietary,Unknown,https://x.ai/blog/grok-3,2025-04-18,
2,2.0,GPT-4.5-Preview,1398.0,+5/-6,14520,OpenAI,Proprietary,Unknown,https://openai.com/index/introducing-gpt-4-5/,2025-04-18,
2,4.0,Gemini-2.5-Flash-Preview-04-17,1392.0,+10/-13,3325,Google,Proprietary,Unknown,http://aistudio.google.com/app/prompts/new_chat?model=gemini-2.5-flash-preview-04-17,2025-04-18,
5,9.0,Gemini-2.0-Flash-Thinking-Exp-01-21,1380.0,+4/-3,26309,Google,Proprietary,Unknown,https://aistudio.google.com/prompts/new_chat?model=gemini-2.0-flash-thinking-exp-01-21,2025-04-18,
5,5.0,Gemini-2.0-Pro-Exp-02-05,1380.0,+5/-4,20127,Google,Proprietary,Unknown,https://aistudio.google.com/prompts/new_chat?model=gemini-2.0-pro-exp-02-05,2025-04-18,
5,4.0,DeepSeek-V3-0324,1372.0,+9/-6,5888,DeepSeek,MIT,Unknown,https://api-docs.deepseek.com/news/news250325,2025-04-18,
9,6.0,DeepSeek-R1,1358.0,+4/-5,16077,DeepSeek,MIT,Unknown,https://api-docs.deepseek.com/news/news250120,2025-04-18,
9,14.0,Gemini-2.0-Flash-001,1354.0,+3/-4,22201,Google,Proprietary,Unknown,https://aistudio.google.com/app/prompts/new_chat?instructions=lmsys-1121&model=gemini-2.0-flash-001,2025-04-18,
10,6.0,o1-2024-12-17,1350.0,+3/-3,28990,OpenAI,Proprietary,Unknown,https://openai.com/index/o1-and-new-tools-for-developers/,2025-04-18,
11,14.0,Gemma-3-27B-it,1342.0,+5/-6,9976,Google,Gemma,Unknown,http://aistudio.google.com/app/prompts/new_chat?model=gemma-3-27b-it,2025-04-18,
12,14.0,Qwen2.5-Max,1340.0,+4/-4,21169,Alibaba,Proprietary,Unknown,https://qwenlm.github.io/blog/qwen2.5-max/,2025-04-18,
12,11.0,o1-preview,1335.0,+3/-3,33170,OpenAI,Proprietary,2023/10,https://platform.openai.com/docs/models/o1,2025-04-18,
15,14.0,o3-mini-high,1325.0,+4/-4,17988,OpenAI,Proprietary,Unknown,https://platform.openai.com/docs/guides/reasoning#reasoning-effort,2025-04-18,
15,17.0,DeepSeek-V3,1318.0,+4/-3,22846,DeepSeek,DeepSeek,Unknown,https://huggingface.co/deepseek-ai/DeepSeek-V3,2025-04-18,
15,21.0,QwQ-32B,1316.0,+6/-6,7735,Alibaba,Apache 2.0,Unknown,https://huggingface.co/Qwen/QwQ-32B,2025-04-18,
16,20.0,Gemini-2.0-Flash-Lite,1311.0,+5/-5,22122,Google,Proprietary,Unknown,https://aistudio.google.com/prompts/new_chat?model=gemini-2.0-flash-lite,2025-04-18,
16,23.0,GLM-4-Plus-0111,1310.0,+7/-6,6026,Zhipu,Proprietary,Unknown,https://bigmodel.cn/dev/howuse/glm-4,2025-04-18,
16,20.0,Qwen-Plus-0125,1310.0,+6/-6,6055,Alibaba,Proprietary,Unknown,https://www.alibabacloud.com/help/en/model-studio/developer-reference/what-is-qwen-llm,2025-04-18,
17,24.0,Step-2-16K-Exp,1304.0,+8/-8,5128,StepFun,Proprietary,Unknown,https://platform.stepfun.com/docs/llm/text,2025-04-18,
17,19.0,Hunyuan-TurboS-20250226,1302.0,+8/-10,2452,Tencent,Proprietary,Unknown,https://cloud.tencent.com/document/product/1729/104753,2025-04-18,
18,20.0,o3-mini,1305.0,+3/-4,24877,OpenAI,Proprietary,Unknown,https://openai.com/index/openai-o3-mini/,2025-04-18,
18,24.0,o1-mini,1304.0,+3/-2,54960,OpenAI,Proprietary,2023/10,https://platform.openai.com/docs/models/o1,2025-04-18,
18,20.0,Command A (03-2025),1303.0,+7/-6,7547,Cohere,CC-BY-NC-4.0,Unknown,https://cohere.com/blog/command-a,2025-04-18,
18,6.0,Claude 3.7 Sonnet (thinking-32k),1303.0,+6/-7,8998,Anthropic,Proprietary,Unknown,https://www.anthropic.com/news/claude-3-7-sonnet,2025-04-18,
18,25.0,Llama-3.3-Nemotron-Super-49B-v1,1296.0,+10/-9,2368,Nvidia,Nvidia,Unknown,https://huggingface.co/nvidia/Llama-3_3-Nemotron-Super-49B-v1,2025-04-18,
20,20.0,Gemini-1.5-Pro-002,1302.0,+2/-2,58660,Google,Proprietary,Unknown,https://aistudio.google.com/app/prompts/new_chat?instructions=lmsys&model=gemini-1.5-pro-002,2025-04-18,
20,20.0,Hunyuan-Turbo-0110,1296.0,+9/-10,2511,Tencent,Proprietary,Unknown,https://cloud.tencent.com/document/product/1729/104753,2025-04-18,
24,11.0,Claude 3.7 Sonnet,1293.0,+4/-5,14287,Anthropic,Proprietary,Unknown,https://www.anthropic.com/news/claude-3-7-sonnet,2025-04-18,
28,29.0,Grok-2-08-13,1288.0,+2/-2,67102,xAI,Proprietary,2024/3,https://x.ai/blog/grok-2,2025-04-18,
28,35.0,Yi-Lightning,1287.0,+3/-3,28972,01 AI,Proprietary,Unknown,https://platform.lingyiwanwu.com/docs#%E6%A8%A1%E5%9E%8B%E4%B8%8E%E8%AE%A1%E8%B4%B9,2025-04-18,
30,21.0,GPT-4o-2024-05-13,1285.0,+2/-2,117769,OpenAI,Proprietary,2023/10,https://openai.com/index/hello-gpt-4o/,2025-04-18,
31,14.0,Claude 3.5 Sonnet (20241022),1283.0,+2/-2,64670,Anthropic,Proprietary,2024/4,https://www.anthropic.com/news/3-5-models-and-computer-use,2025-04-18,
31,43.0,Qwen2.5-plus-1127,1282.0,+4/-4,10723,Alibaba,Proprietary,Unknown,https://help.aliyun.com/zh/model-studio/getting-started/models?spm=a2c4g.11186623.0.i7,2025-04-18,
32,37.0,Deepseek-v2.5-1210,1279.0,+6/-7,7246,DeepSeek,DeepSeek,Unknown,https://huggingface.co/deepseek-ai/DeepSeek-V2.5-1210,2025-04-18,
35,44.0,Athene-v2-Chat-72B,1275.0,+3/-3,26093,NexusFlow,NexusFlow,Unknown,https://huggingface.co/Nexusflow/Athene-V2-Chat,2025-04-18,
35,31.0,Hunyuan-Large-2025-02-10,1272.0,+7/-9,3859,Tencent,Proprietary,Unknown,https://cloud.tencent.com/document/product/1729/104753,2025-04-18,
35,24.0,Llama-4-Maverick-17B-128E-Instruct,1271.0,+7/-8,4917,Meta,Llama 4,Unknown,https://huggingface.co/meta-llama/Llama-4-Maverick-17B-128E-Instruct,2025-04-18,
36,42.0,GLM-4-Plus,1274.0,+3/-4,27784,Zhipu AI,Proprietary,Unknown,https://bigmodel.cn/dev/howuse/glm-4,2025-04-18,
36,43.0,GPT-4o-mini-2024-07-18,1272.0,+2/-2,71388,OpenAI,Proprietary,2023/10,https://openai.com/index/gpt-4o-mini-advancing-cost-efficient-intelligence/,2025-04-18,
36,49.0,Gemini-1.5-Flash-002,1271.0,+3/-3,37025,Google,Proprietary,Unknown,https://aistudio.google.com/app/prompts/new_chat?instructions=lmsys&model=gemini-1.5-flash-002,2025-04-18,
36,58.0,Llama-3.1-Nemotron-70B-Instruct,1269.0,+6/-5,7580,Nvidia,Llama 3.1,2023/12,https://huggingface.co/nvidia/Llama-3.1-Nemotron-70B-Instruct,2025-04-18,
38,25.0,Meta-Llama-3.1-405B-Instruct-bf16,1269.0,+2/-3,43795,Meta,Llama 3.1 Community,2023/12,https://ai.meta.com/blog/meta-llama-3-1/,2025-04-18,
40,23.0,Claude 3.5 Sonnet (20240620),1268.0,+2/-2,86162,Anthropic,Proprietary,2024/4,https://www.anthropic.com/news/claude-3-5-sonnet,2025-04-18,
40,26.0,Meta-Llama-3.1-405B-Instruct-fp8,1267.0,+2/-2,63055,Meta,Llama 3.1 Community,2023/12,https://ai.meta.com/blog/meta-llama-3-1/,2025-04-18,
40,25.0,Gemini Advanced App (2024-05-14),1267.0,+3/-2,52143,Google,Proprietary,Online,https://gemini.google.com/advanced,2025-04-18,
41,57.0,Grok-2-Mini-08-13,1266.0,+2/-2,55452,xAI,Proprietary,2024/3,https://x.ai/blog/grok-2,2025-04-18,
41,29.0,GPT-4o-2024-08-06,1265.0,+2/-2,47982,OpenAI,Proprietary,2023/10,https://platform.openai.com/docs/models/gpt-4o,2025-04-18,
41,43.0,Qwen-Max-0919,1263.0,+4/-4,17440,Alibaba,Qwen,Unknown,https://help.aliyun.com/zh/dashscope/developer-reference/model-introduction,2025-04-18,
41,41.0,Hunyuan-Standard-2025-02-10,1260.0,+8/-10,4017,Tencent,Proprietary,Unknown,https://cloud.tencent.com/document/product/1729/104753,2025-04-18,
50,40.0,Gemini-1.5-Pro-001,1260.0,+2/-2,82436,Google,Proprietary,2023/11,https://aistudio.google.com/app/prompts/new_chat?model=gemini-1.5-pro,2025-04-18,
50,52.0,Deepseek-v2.5,1258.0,+3/-3,26344,DeepSeek,DeepSeek,Unknown,https://huggingface.co/deepseek-ai/DeepSeek-V2.5,2025-04-18,
51,57.0,Qwen2.5-72B-Instruct,1257.0,+2/-3,41532,Alibaba,Qwen,2024/9,https://qwenlm.github.io/blog/qwen2.5/,2025-04-18,
51,42.0,Llama-3.3-70B-Instruct,1257.0,+2/-3,38101,Meta,Llama-3.3,Unknown,https://huggingface.co/meta-llama/Llama-3.3-70B-Instruct,2025-04-18,
51,38.0,GPT-4-Turbo-2024-04-09,1256.0,+2/-2,102158,OpenAI,Proprietary,2023/12,https://platform.openai.com/docs/models/gpt-4-turbo-and-gpt-4,2025-04-18,
55,43.0,Mistral-Large-2407,1251.0,+2/-3,48212,Mistral,Mistral Research,2024/7,https://mistral.ai/news/mistral-large-2407/,2025-04-18,
55,56.0,Athene-70B,1250.0,+3/-4,20584,NexusFlow,CC-BY-NC-4.0,2024/7,https://huggingface.co/Nexusflow/Athene-70B,2025-04-18,
56,43.0,GPT-4-1106-preview,1250.0,+2/-2,103746,OpenAI,Proprietary,2023/4,https://openai.com/blog/new-models-and-developer-products-announced-at-devday,2025-04-18,
56,57.0,Mistral-Large-2411,1249.0,+3/-3,28985,Mistral,MRL,Unknown,https://huggingface.co/mistralai/Mistral-Large-Instruct-2411,2025-04-18,
56,62.0,Llama-3.1-Tulu-3-70B,1244.0,+9/-11,3014,Ai2,Llama 3.1,Unknown,https://huggingface.co/allenai/Llama-3.1-Tulu-3-70B,2025-04-18,
57,63.0,Meta-Llama-3.1-70B-Instruct,1248.0,+2/-2,58654,Meta,Llama 3.1 Community,2023/12,https://ai.meta.com/blog/meta-llama-3-1/,2025-04-18,
57,41.0,Claude 3 Opus,1247.0,+2/-2,202697,Anthropic,Proprietary,2023/8,https://www.anthropic.com/news/claude-3-family,2025-04-18,
59,46.0,GPT-4-0125-preview,1245.0,+2/-2,97076,OpenAI,Proprietary,2023/12,https://openai.com/blog/new-models-and-developer-products-announced-at-devday,2025-04-18,
59,64.0,Amazon Nova Pro 1.0,1245.0,+3/-4,24285,Amazon,Proprietary,Unknown,https://docs.aws.amazon.com/nova/latest/userguide/what-is-nova.html,2025-04-18,
64,63.0,Reka-Core-20240904,1235.0,+8/-5,7938,Reka AI,Proprietary,Unknown,https://docs.reka.ai/available-models,2025-04-18,
65,43.0,Claude 3.5 Haiku (20241022),1237.0,+3/-3,33322,Anthropic,Propretary,Unknown,https://www.anthropic.com/news/3-5-models-and-computer-use,2025-04-18,
68,65.0,Gemini-1.5-Flash-001,1227.0,+2/-2,65665,Google,Proprietary,2023/11,https://aistudio.google.com/app/prompts/new_chat?model=gemini-1.5-flash,2025-04-18,
68,64.0,Jamba-1.5-Large,1222.0,+5/-6,9123,AI21 Labs,Jamba Open,2024/3,https://www.ai21.com/jamba,2025-04-18,
69,65.0,Gemma-2-27B-it,1220.0,+2/-2,79536,Google,Gemma license,2024/6,https://aistudio.google.com/app/prompts/new_chat?model=gemma-2-27b-it,2025-04-18,
69,71.0,Qwen2.5-Coder-32B-Instruct,1217.0,+6/-6,5729,Alibaba,Apache 2.0,Unknown,https://huggingface.co/Qwen/Qwen2.5-Coder-32B-Instruct,2025-04-18,
69,80.0,Amazon Nova Lite 1.0,1217.0,+4/-4,20648,Amazon,Proprietary,Unknown,https://docs.aws.amazon.com/nova/latest/userguide/what-is-nova.html,2025-04-18,
69,74.0,Mistral-Small-24B-Instruct-2501,1217.0,+5/-4,14573,Mistral,Apache 2.0,Unknown,https://huggingface.co/mistralai/Mistral-Small-24B-Instruct-2501,2025-04-18,
69,65.0,Gemma-2-9B-it-SimPO,1216.0,+5/-4,10548,Princeton,MIT,2024/7,https://huggingface.co/princeton-nlp/gemma-2-9b-it-SimPO,2025-04-18,
69,70.0,Command R+ (08-2024),1215.0,+6/-6,10539,Cohere,CC-BY-NC-4.0,2024/8,https://docs.cohere.com/docs/command-r-plus#model-details,2025-04-18,
69,63.0,Llama-3.1-Nemotron-51B-Instruct,1211.0,+8/-9,3887,Nvidia,Llama 3.1,2023/12,https://huggingface.co/nvidia/Llama-3_1-Nemotron-51B-Instruct,2025-04-18,
70,83.0,Gemini-1.5-Flash-8B-001,1212.0,+3/-3,37686,Google,Proprietary,Unknown,https://aistudio.google.com/app/prompts/new_chat?instructions=lmsys&model=gemini-1.5-flash-8b,2025-04-18,
71,79.0,Aya-Expanse-32B,1209.0,+4/-4,28749,Cohere,CC-BY-NC-4.0,Unknown,https://huggingface.co/CohereForAI/aya-expanse-32b,2025-04-18,
72,70.0,Nemotron-4-340B-Instruct,1209.0,+4/-3,20612,Nvidia,NVIDIA Open Model,2023/6,https://huggingface.co/nvidia/Nemotron-4-340B-Instruct,2025-04-18,
73,76.0,GLM-4-0520,1207.0,+5/-5,10220,Zhipu AI,Proprietary,Unknown,https://open.bigmodel.cn/dev/api#language,2025-04-18,
74,71.0,Reka-Flash-20240904,1205.0,+6/-5,8138,Reka AI,Proprietary,Unknown,https://docs.reka.ai/available-models,2025-04-18,
77,71.0,Llama-3-70B-Instruct,1206.0,+1/-2,163632,Meta,Llama 3 Community,2023/12,https://llama.meta.com/llama3/,2025-04-18,
77,84.0,Phi-4,1205.0,+4/-3,25224,Microsoft,MIT,Unknown,https://huggingface.co/microsoft/phi-4,2025-04-18,
80,71.0,Claude 3 Sonnet,1201.0,+2/-2,113061,Anthropic,Proprietary,2023/8,https://www.anthropic.com/news/claude-3-family,2025-04-18,
82,93.0,Amazon Nova Micro 1.0,1198.0,+4/-4,20663,Amazon,Proprietary,Unknown,https://docs.aws.amazon.com/nova/latest/userguide/what-is-nova.html,2025-04-18,
84,93.0,Hunyuan-Standard-256K,1189.0,+10/-9,2901,Tencent,Proprietary,Unknown,https://cloud.tencent.com/document/product/1729/104753,2025-04-18,
85,82.0,Gemma-2-9B-it,1192.0,+2/-2,57211,Google,Gemma license,2024/6,https://aistudio.google.com/app/prompts/new_chat?model=gemma-2-9b-it,2025-04-18,
85,94.0,Llama-3.1-Tulu-3-8B,1185.0,+11/-9,3076,Ai2,Llama 3.1,Unknown,https://huggingface.co/allenai/Llama-3.1-Tulu-3-8B,2025-04-18,
86,80.0,Command R+ (04-2024),1190.0,+2/-2,80859,Cohere,CC-BY-NC-4.0,2024/3,https://txt.cohere.com/command-r-plus-microsoft-azure/,2025-04-18,
86,82.0,Qwen2-72B-Instruct,1187.0,+3/-2,38877,Alibaba,Qianwen LICENSE,2024/6,https://qwenlm.github.io/blog/qwen2/,2025-04-18,
87,68.0,GPT-4-0314,1186.0,+3/-2,55978,OpenAI,Proprietary,2021/9,https://openai.com/research/gpt-4,2025-04-18,
87,93.0,Ministral-8B-2410,1182.0,+7/-8,5113,Mistral,MRL,Unknown,https://huggingface.co/mistralai/Ministral-8B-Instruct-2410,2025-04-18,
88,94.0,Aya-Expanse-8B,1180.0,+6/-6,10391,Cohere,CC-BY-NC-4.0,Unknown,https://huggingface.co/CohereForAI/aya-expanse-8b,2025-04-18,
89,84.0,Command R (08-2024),1180.0,+5/-5,10848,Cohere,CC-BY-NC-4.0,2024/8,https://docs.cohere.com/docs/command-r-plus#model-details,2025-04-18,
90,85.0,Claude 3 Haiku,1179.0,+2/-2,122304,Anthropic,Proprietary,2023/8,https://www.anthropic.com/news/claude-3-family,2025-04-18,
90,79.0,DeepSeek-Coder-V2-Instruct,1178.0,+5/-5,15754,DeepSeek AI,DeepSeek License,2024/6,https://huggingface.co/deepseek-ai/DeepSeek-Coder-V2-Instruct,2025-04-18,
90,93.0,Jamba-1.5-Mini,1176.0,+6/-5,9272,AI21 Labs,Jamba Open,2024/3,https://www.ai21.com/jamba,2025-04-18,
91,109.0,Meta-Llama-3.1-8B-Instruct,1176.0,+3/-2,52597,Meta,Llama 3.1 Community,2023/12,https://ai.meta.com/blog/meta-llama-3-1/,2025-04-18,
99,79.0,GPT-4-0613,1163.0,+2/-2,91640,OpenAI,Proprietary,2021/9,https://platform.openai.com/docs/models/gpt-4-and-gpt-4-turbo,2025-04-18,
99,94.0,Qwen1.5-110B-Chat,1161.0,+3/-3,27431,Alibaba,Qianwen LICENSE,2024/4,https://qwenlm.github.io/blog/qwen1.5-110b/,2025-04-18,
99,126.0,QwQ-32B-Preview,1153.0,+10/-8,3411,Alibaba,Apache 2.0,Unknown,https://huggingface.co/Qwen/QwQ-32B-Preview,2025-04-18,
100,109.0,Yi-1.5-34B-Chat,1157.0,+3/-3,25137,01 AI,Apache-2.0,2024/5,https://huggingface.co/01-ai/Yi-1.5-34B-Chat,2025-04-18,
100,93.0,Mistral-Large-2402,1157.0,+2/-2,64928,Mistral,Proprietary,Unknown,https://mistral.ai/news/mistral-large/,2025-04-18,
100,94.0,Reka-Flash-21B-online,1156.0,+4/-4,16038,Reka AI,Proprietary,Online,https://docs.reka.ai/http-api.html#generation,2025-04-18,
103,101.0,Llama-3-8B-Instruct,1152.0,+2/-2,109106,Meta,Llama 3 Community,2023/3,https://llama.meta.com/llama3/,2025-04-18,
103,115.0,InternLM2.5-20B-chat,1149.0,+5/-4,10597,InternLM,Other,2024/8,https://huggingface.co/internlm/internlm2_5-20b-chat,2025-04-18,
104,98.0,Command R (04-2024),1149.0,+2/-2,56391,Cohere,CC-BY-NC-4.0,2024/3,https://txt.cohere.com/command-r,2025-04-18,
104,103.0,Mistral Medium,1148.0,+3/-4,35561,Mistral,Proprietary,Unknown,https://mistral.ai/news/la-plateforme/,2025-04-18,
104,97.0,Mixtral-8x22b-Instruct-v0.1,1148.0,+2/-2,53756,Mistral,Apache 2.0,2024/4,https://mistral.ai/news/mixtral-8x22b/,2025-04-18,
104,99.0,Reka-Flash-21B,1147.0,+3/-3,25809,Reka AI,Proprietary,2023/11,https://www.reka.ai/news/reka-flash-efficient-and-capable-multimodal-language-models,2025-04-18,
104,105.0,Granite-3.1-8B-Instruct,1143.0,+8/-8,3294,IBM,Apache 2.0,Unknown,https://huggingface.co/ibm-granite/granite-3.1-8b-instruct,2025-04-18,
105,98.0,Qwen1.5-72B-Chat,1147.0,+2/-3,40677,Alibaba,Qianwen LICENSE,2024/2,https://qwenlm.github.io/blog/qwen1.5/,2025-04-18,
105,116.0,Gemma-2-2b-it,1144.0,+3/-3,48905,Google,Gemma license,2024/7,https://aistudio.google.com/app/prompts/new_chat?model=gemma-2-2b-it,2025-04-18,
113,98.0,Gemini-1.0-Pro-001,1131.0,+4/-4,18803,Google,Proprietary,2023/4,https://aistudio.google.com/app/prompts/new_chat?model=gemini-1.0-pro,2025-04-18,
114,107.0,Zephyr-ORPO-141b-A35b-v0.1,1127.0,+8/-7,4857,HuggingFace,Apache 2.0,2024/4,https://huggingface.co/HuggingFaceH4/zephyr-orpo-141b-A35b-v0.1,2025-04-18,
114,112.0,Qwen1.5-32B-Chat,1125.0,+4/-5,22759,Alibaba,Qianwen LICENSE,2024/2,https://qwenlm.github.io/blog/qwen1.5-32b/,2025-04-18,
114,118.0,Granite-3.1-2B-Instruct,1120.0,+11/-10,3383,IBM,Apache 2.0,Unknown,https://huggingface.co/ibm-granite/granite-3.1-2b-instruct,2025-04-18,
115,116.0,Phi-3-Medium-4k-Instruct,1123.0,+3/-3,26109,Microsoft,MIT,2023/10,https://huggingface.co/microsoft/Phi-3-medium-4k-instruct,2025-04-18,
115,127.0,Starling-LM-7B-beta,1119.0,+5/-4,16672,Nexusflow,Apache-2.0,2024/3,https://huggingface.co/Nexusflow/Starling-LM-7B-beta,2025-04-18,
118,116.0,Mixtral-8x7B-Instruct-v0.1,1114.0,+2/-2,76135,Mistral,Apache 2.0,2023/12,https://mistral.ai/news/mixtral-of-experts/,2025-04-18,
118,121.0,Yi-34B-Chat,1111.0,+5/-4,15914,01 AI,Yi License,2023/6,https://huggingface.co/01-ai/Yi-34B-Chat,2025-04-18,
118,107.0,Gemini Pro,1111.0,+7/-6,6556,Google,Proprietary,2023/4,https://blog.google/technology/ai/gemini-api-developers-cloud/,2025-04-18,
119,118.0,WizardLM-70B-v1.0,1106.0,+7/-7,8384,Microsoft,Llama 2 Community,2023/8,https://huggingface.co/WizardLM/WizardLM-70B-V1.0,2025-04-18,
120,119.0,Qwen1.5-14B-Chat,1109.0,+3/-5,18680,Alibaba,Qianwen LICENSE,2024/2,https://qwenlm.github.io/blog/qwen1.5/,2025-04-18,
121,106.0,GPT-3.5-Turbo-0125,1106.0,+2/-2,68878,OpenAI,Proprietary,2021/9,https://platform.openai.com/docs/models/gpt-3-5-turbo,2025-04-18,
121,124.0,Meta-Llama-3.2-3B-Instruct,1103.0,+7/-7,8399,Meta,Llama 3.2,2023/12,https://ai.meta.com/blog/llama-3-2-connect-2024-vision-edge-mobile-devices/,2025-04-18,
122,116.0,DBRX-Instruct-Preview,1103.0,+3/-3,33734,Databricks,DBRX LICENSE,2023/12,https://www.databricks.com/blog/introducing-dbrx-new-state-art-open-llm,2025-04-18,
